icao,iata,name,lat,lon,municipality,country
SBBV,BVB,Atlas Brasil Cantanhede International Airport,2.84615,-60.69065,Boa Vista,BR
SBBW,BPG,Barra do Garças Airport,-15.86142,-52.38901,Barra do Garças,BR
SBBZ,BZC,Umberto Modiano Airport,-22.77088,-41.96308,Cabo Frio,BR
SBCA,CAC,Coronel Adalberto Mendes da Silva Airport,-25.00032,-53.50121,Cascavel,BR
SBCB,CFB,Cabo Frio Airport,-22.92149,-42.07187,Cabo Frio,BR
SBCC,,Campo de Provas Brigadeiro Veloso,-9.33394,-54.9654,Novo Progresso,BR
SBCD,CFC,Doctor Carlos Alberto da Costa Neves Airport,-26.78742,-50.93994,Caçador,BR
SBCF,CNF,Tancredo Neves International Airport,-19.63571,-43.96693,Belo Horizonte,BR
SBCG,CGR,Campo Grande Airport,-20.47,-54.67399,Campo Grande,BR
SBCH,XAP,Serafin Enoss Bertaso Airport,-27.1342,-52.6566,Chapecó,BR
SBCI,CLN,Brig. Lysias Augusto Rodrigues Airport,-7.32044,-47.4587,Carolina,BR
SBCJ,CKS,Carajás Airport,-6.11784,-50.00337,Parauapebas,BR
SBCN,CLV,Nelson Ribeiro Guimarães Airport,-17.7251,-48.60632,Caldas Novas,BR
SBCO,QNS,Canoas Air Force Base,-29.94593,-51.14441,Porto Alegre,BR
SBCP,CAW,Bartolomeu Lisandro Airport,-21.6983,-41.3017,Campos dos Goytacazes,BR
SBCR,CMG,Corumbá International Airport,-19.01193,-57.67277,Corumbá,BR
SBCT,CWB,Curitiba-Afonso Pena International Airport,-25.5285,-49.1758,Curitiba,BR
SBCV,CRQ,Caravelas Airport,-17.6523,-39.2531,Caravelas,BR
SBCX,CXJ,Hugo Cantergiani Regional Airport,-29.19718,-51.18765,Caxias Do Sul,BR
SBCY,CGB,Várzea Grande–Marechal Rondon International Airport,-15.6529,-56.1167,Cuiabá,BR
SBCZ,CZS,Cruzeiro do Sul Airport,-7.59991,-72.7695,Cruzeiro Do Sul,BR
SBDB,BYO,Bonito Airport,-21.2473,-56.4524,Bonito,BR
SBDN,PPB,Presidente Prudente Airport,-22.1751,-51.4246,Presidente Prudente,BR
SBDO,DOU,Dourados Airport,-22.2019,-54.9266,Dourados,BR
SBEG,MAO,Eduardo Gomes International Airport,-3.03861,-60.0497,Manaus,BR
SBEK,JCR,Jacareacanga Airport,-6.23316,-57.7769,Jacareacanga,BR
SBES,,Tenente Jorge Henrique Möller Airport,-22.8129,-42.0926,São Pedro da Aldeia,BR
SBFI,IGU,Cataratas International Airport,-25.59417,-54.48944,Foz do Iguaçu,BR
SBFL,FLN,Hercílio Luz International Airport,-27.67028,-48.5525,Florianópolis,BR
SBFN,FEN,Fernando de Noronha Airport,-3.85453,-32.42302,Fernando de Noronha,BR
SBFZ,FOR,Pinto Martins International Airport,-3.77583,-38.53222,Fortaleza,BR
SBGL,GIG,Rio Galeão – Tom Jobim International Airport,-22.81,-43.25056,Rio De Janeiro,BR
SBGM,GJM,Guajará-Mirim Airport,-10.78641,-65.28486,Guajará-Mirim,BR
SBGO,GYN,Santa Genoveva International Airport,-16.632,-49.2207,Goiânia,BR
SBGP,,EMBRAER - Unidade Gavião Peixoto Airport,-21.7737,-48.4051,Gavião Peixoto,BR
SBGR,GRU,São Paulo/Guarulhos–Governor André Franco Montoro International Airport,-23.43127,-46.46995,São Paulo,BR
SBGV,GVR,Coronel Altino Machado Airport,-18.89588,-41.98287,Governador Valadares,BR
SBGW,GUJ,Edu Chaves Field,-22.7916,-45.2048,Guaratinguetá,BR
SBHT,ATM,Altamira Interstate Airport,-3.25314,-52.25394,Altamira,BR
SBIC,ITA,Itacoatiara Airport,-3.12654,-58.48167,Itacoatiara,BR
SBIH,ITB,Itaituba Airport,-4.24213,-56.00065,Itaituba,BR
SBIL,IOS,Bahia - Jorge Amado Airport,-14.81593,-39.03346,Ilhéus,BR
SBIP,IPN,Usiminas Airport,-19.4707,-42.4876,Ipatinga,BR
SBIT,ITR,Francisco Vilela do Amaral Airport,-18.4447,-49.2134,Itumbiara,BR
SBIZ,IMP,Prefeito Renato Moreira Airport,-5.53129,-47.46,Imperatriz,BR
SBJA,JJG,Humberto Ghizzo Bortoluzzi Regional Airport,-28.6753,-49.0596,Jaguaruna,BR
SBJD,QDV,Comte. Rolim Adolfo Amaro–Jundiaí State Airport,-23.18086,-46.94392,Jundiaí,BR
SBJE,JJD,Comandante Ariston Pessoa Airport,-2.90643,-40.35734,Cruz,BR
SBJF,JDF,Francisco de Assis Airport,-21.79148,-43.38607,Juiz de Fora,BR
SBJH,JHF,São Paulo Catarina Executive Airport,-23.42689,-47.16566,São Roque,BR
SBJI,JPR,Ji-Paraná Airport,-10.87074,-61.84667,Ji-Paraná,BR
SBJP,JPA,Presidente Castro Pinto International Airport,-7.14869,-34.95055,João Pessoa,BR
SBJR,RRJ,Jacarepaguá - Roberto Marinho Airport,-22.98677,-43.37219,Rio de Janeiro,BR
SBJU,JDO,Orlando Bezerra de Menezes Airport,-7.21932,-39.2691,Juazeiro do Norte,BR
SBJV,JOI,Lauro Carneiro de Loyola Airport,-26.2245,-48.7974,Joinville,BR
SBKG,CPV,Presidente João Suassuna Airport,-7.26966,-35.89606,Campina Grande,BR
SBKP,VCP,Viracopos International Airport,-23.0074,-47.1345,Campinas,BR
SBLE,LEC,Coronel Horácio de Mattos Airport,-12.4823,-41.277,Lençóis,BR
SBLJ,LAJ,Lages Airport,-27.7821,-50.2815,Lages,BR
SBLN,LIP,Lins Airport,-21.66349,-49.72995,Lins,BR
SBLO,LDB,Governor José Richa Airport,-23.33438,-51.12837,Londrina,BR
SBLP,LAZ,Bom Jesus da Lapa Airport,-13.2621,-43.4081,Bom Jesus da Lapa,BR
SBLS,,Lagoa Santa Air Base,-19.66175,-43.8974,Lagoa Santa,BR
SBMA,MAB,João Correa da Rocha Airport,-5.36859,-49.138,Marabá,BR
SBMC,MQH,Minaçu Airport,-13.5491,-48.1953,Minaçu,BR
SBMD,MEU,Monte Dourado - Serra do Areão Airport,-0.88984,-52.6022,Almeirim,BR
SBME,MEA,Macaé Benedito Lacerda Airport,-22.343,-41.766,Macaé,BR
SBMG,MGF,Regional de Maringá - Sílvio Name Júnior Airport,-23.47606,-52.01619,Maringá,BR
SBMK,MOC,Mário Ribeiro Airport,-16.70692,-43.8189,Montes Claros,BR
SBML,MII,Frank Miloye Milenkowichi–Marília State Airport,-22.1969,-49.92648,Marília,BR
SBMN,PLL,Ponta Pelada Airport / Manaus Air Base,-3.14604,-59.9863,Manaus,BR
SBMO,MCZ,Zumbi dos Palmares International Airport,-9.51256,-35.79184,Maceió,BR
SBMQ,MCP,Macapá - Alberto Alcolumbre International Airport,0.05066,-51.0722,Macapá,BR
SBMS,MVF,Dix-Sept Rosado Airport,-5.20192,-37.3643,Mossoró,BR
SBMT,RTE,Campo de Marte Airport,-23.5091,-46.6378,São Paulo,BR
SBMY,MNX,Manicoré Airport,-5.81138,-61.2783,Manicoré,BR
SBNF,NVT,Ministro Victor Konder International Airport,-26.87943,-48.65098,Navegantes,BR
SBNM,GEL,Santo Ângelo Airport,-28.2825,-54.16962,Santo Ângelo,BR
SBNT,,Natal Air Force Base,-5.91142,-35.2477,Natal,BR
SBOA,,Fazenda Antas Airstrip,-6.97445,-35.25223,Sapé,BR
SBOD,,Fazenda Santa Cruz Airport,-7.45583,-49.19556,Araguaína,BR
SBOE,,Fazenda Americana Airport,-12.58737,-52.09523,Querência,BR
SBOF,,Fazenda Bandeirantes Airport,-19.31842,-52.53462,Chapadão do Sul,BR
SBOG,,Fazenda Vereda Grande Airport,-14.78479,-40.81705,Vitória da Conquista,BR
SBOH,,Fazenda São Sebastião Airport,-16.00087,-53.54362,Tesouro,BR
SBOI,OYK,Oiapoque Airport,3.85412,-51.79706,Oiapoque,BR
SBOK,,Fazenda São Vicente Airport,-13.29017,-55.97549,Lucas do Rio Verde,BR
SBOL,,Fazenda Santa Lúcia Airstrip,-18.92028,-52.00139,Aporé,BR
SBON,,Fazenda Renascer Airport,-7.61593,-47.4521,Goiatins,BR
SBOO,,Fazenda Ceita Corê Airport,-20.83874,-56.5889,Bonito,BR
SBOQ,,Fazenda Irmãs Prata Airport,-18.62204,-52.83307,Chapadão do Céu,BR
SBOR,,Fazenda Agro Tamareira Airport,-13.73203,-50.35763,Mundo Novo,BR
SBOS,,Fazenda Santo Augusto Airport,-13.15278,-58.1175,Brasnorte,BR
SBOU,,Fazenda São Jerônimo Airstrip,-10.27028,-55.78611,Nova Canaã do Norte,BR
SBOV,,Fazenda Tabatinga Airport,-14.1582,-54.92621,Santa Rita do Trivelato,BR
SBOW,,Fazenda Agropecuária Vale do Ouro Airport,-4.18631,-56.0599,Itaituba,BR
SBOX,,Fazenda Baia Morena Airport,-18.2611,-55.37371,Corumbá,BR
SBOY,,Fazenda São José Airport,-17.41704,-56.18116,Corumbá,BR
SBOZ,,Fazenda Arizona Airport,-16.18002,-57.27853,Cáceres,BR
SBPA,POA,Porto Alegre-Salgado Filho International Airport,-29.99398,-51.16748,Porto Alegre,BR
SBPB,PHB,Parnaíba - Prefeito Doutor João Silva Filho International Airport,-2.89375,-41.732,Parnaíba,BR
SBPC,POO,Poços de Caldas - Embaixador Walther Moreira Salles Airport,-21.84253,-46.56977,Poços De Caldas,BR
SBPF,PFB,Lauro Kurtz Airport,-28.24398,-52.32777,Passo Fundo,BR
SBPG,PGZ,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,-25.18448,-50.14382,Ponta Grossa,BR
SBPJ,PMW,Brigadeiro Lysias Rodrigues Airport,-10.2915,-48.357,Palmas,BR
SBPK,PET,João Simões Lopes Neto International Airport,-31.71719,-52.3278,Pelotas,BR
SBPL,PNZ,Senador Nilo Coelho Airport,-9.36242,-40.5691,Petrolina,BR
SBPN,PNB,Porto Nacional Airport,-10.7194,-48.3997,Porto Nacional,BR
SBPO,PTO,Juvenal Loureiro Cardoso Airport,-26.21718,-52.69446,Pato Branco,BR
SBPP,PMG,Ponta Porã Airport,-22.5496,-55.7026,Ponta Porã,BR
SBPR,,Carlos Prates Airport,-19.90963,-43.98918,Belo Horizonte,BR
SBPS,BPS,Porto Seguro International Airport,-16.43843,-39.08058,Porto Seguro,BR
SBPV,PVH,Governador Jorge Teixeira de Oliveira International Airport,-8.70849,-63.90234,Porto Velho,BR
SBQA,,Fazenda Floresta Airport,-16.53612,-49.83824,Nazário,BR
SBQB,,Fazenda Pedrinhas II Airport,-13.26194,-45.07694,Correntina,BR
SBQC,,Fazenda Cantagalo Airstrip,-13.36651,-55.8551,Nova Mutum,BR
SBQE,,Fazenda Tradição Airport,-7.80429,-45.0576,Ribeiro Gonçalves,BR
SBQG,,Fazenda Rio Azul Airport,-13.51306,-56.59833,São José do Rio Claro,BR
SBQH,,CMTE Juliano Rambo Airstrip,-10.69903,-51.61469,Confresa,BR
SBQJ,,Osvaldo de Carvalho Airport,-23.84644,-50.20843,Ibaiti,BR
SBQK,,Fazenda Mundial Airport,-6.5391,-51.44226,São Félix do Xingu,BR
SBQM,,Fazenda São Miguel Airstrip,-22.76533,-53.90833,Iateí,BR
SBQN,,Fazenda Nossa Senhora Aparecida II Airstrip,-15.57541,-57.37818,Porto Estrela,BR
SBQO,,Fazenda Paraíso Airstrip,-17.0275,-39.17611,Prado,BR
SBQP,,Fazenda Três Santos Airstrip,-7.75239,-44.31592,Uruçuí,BR
SBQR,,Fazenda Arena de Aço Airport,-16.80878,-44.97319,Buritizeiro,BR
SBQS,,Santa Rosa Airstrip,-15.40579,-54.96405,Campo Verde,BR
SBQT,,Fazenda Campo Formoso Airstrip,-15.80198,-53.5564,Tesouro,BR
SBQX,,Fazenda São Carlos Airstrip,-13.57833,-57.93694,Campo Novo do Parecis,BR
SBRB,RBR,Rio Branco-Plácido de Castro International Airport,-9.86903,-67.89398,Rio Branco,BR
SBRD,ROO,Maestro Marinho Franco Airport,-16.58429,-54.7248,Rondonópolis,BR
SBRF,REC,Recife/Guararapes - Gilberto Freyre International Airport,-8.12747,-34.92296,Recife,BR
SBRJ,SDU,Santos Dumont Airport,-22.9104,-43.16282,Rio de Janeiro,BR
SBRP,RAO,Leite Lopes Airport,-21.13431,-47.77405,Ribeirão Preto,BR
SBSC,SNZ,Santa Cruz Air Force Base,-22.9324,-43.7191,Rio de Janeiro,BR
SBSG,NAT,Rio Grande do Norte/São Gonçalo do Amarante–Governador Aluízio Alves International Airport,-5.76982,-35.36661,Natal,BR
SBSI,OPS,Presidente João Batista Figueiredo Airport,-11.885,-55.58611,Sinop,BR
SBSJ,SJK,Professor Urbano Ernesto Stumpf Airport,-23.2292,-45.8615,São José Dos Campos,BR
SBSL,SLZ,Marechal Cunha Machado International Airport,-2.58639,-44.23501,São Luís,BR
SBSM,RIA,Santa Maria Airport,-29.7114,-53.6882,Santa Maria,BR
SBSN,STM,Santarém - Maestro Wilson Fonseca International Airport,-2.42242,-54.79306,Santarém,BR
SBSO,SMT,Adolino Bedin Regional Airport,-12.47918,-55.67234,Sorriso,BR
SBSP,CGH,Congonhas–Deputado Freitas Nobre Airport,-23.62766,-46.6546,São Paulo,BR
SBSR,SJP,Prof. Eribelto Manoel Reino State Airport,-20.81711,-49.40696,São José do Rio Preto,BR
SBST,SSZ,Santos Nero Moura Air Base / Guarujá Airport,-23.92819,-46.3002,Guarujá,BR
SBSV,SSA,Deputado Luiz Eduardo Magalhães International Airport,-12.90861,-38.3225,Salvador,BR
SBTA,,Base de Aviação de Taubaté,-23.0401,-45.51615,Taubaté,BR
SBTB,TMT,Trombetas Airport,-1.4896,-56.3968,Oriximiná,BR
SBTC,UNA,Una-Comandatuba Airport,-15.35436,-38.99873,Una,BR
SBTD,TOW,Toledo - Luiz Dalcanale Filho Municipal Airport,-24.6863,-53.6975,Toledo,BR
SBTE,THE,Senador Petrônio Portela Airport,-5.06025,-42.82371,Teresina,BR
SBTF,TFF,Tefé Airport,-3.38294,-64.7241,Tefé,BR
SBTG,TJL,Plínio Alarcom Airport,-20.75264,-51.68203,Três Lagoas,BR
SBTK,TRQ,Tarauacá Airport,-8.15553,-70.78298,Tarauacá,BR
SBTL,TEC,Telêmaco Borba Airport,-24.3178,-50.6516,Telêmaco Borba,BR
SBTR,TSQ,Torres Airport,-29.4149,-49.81,Torres,BR
SBTS,,Tiriós Airport,2.22454,-55.94471,Aldeia Tiriós,BR
SBTT,TBT,Tabatinga International Airport,-4.25567,-69.9358,Tabatinga,BR
SBTU,TUR,Tucuruí Airport,-3.78601,-49.7203,Tucuruí,BR
SBTV,,Terravista Airport,-16.54142,-39.10811,Porto Seguro,BR
SBUA,SJL,São Gabriel da Cachoeira Airport,-0.14835,-66.9855,São Gabriel da Cachoeira,BR
SBUF,PAV,Paulo Afonso Airport,-9.40088,-38.2506,Paulo Afonso,BR
SBUG,URG,Rubem Berta Airport,-29.7822,-57.0382,Uruguaiana,BR
SBUL,UDI,Ten. Cel. Aviador César Bombonato Airport,-18.88358,-48.22594,Uberlândia,BR
SBUR,UBA,Mário de Almeida Franco Airport,-19.76504,-47.9648,Uberaba,BR
SBUY,RPU,Urucu Airport,-4.88426,-65.35542,Urucu,BR
SBVC,VDC,Glauber de Andrade Rocha Airport,-14.90789,-40.9148,Vitória da Conquista,BR
SBVG,VAG,Major Brigadeiro Trompowsky Airport,-21.59137,-45.47412,Varginha,BR
SBVH,BVH,Brigadeiro Camarão Airport,-12.6944,-60.0983,Vilhena,BR
SBVT,VIX,Eurico de Aguiar Salles International Airport,-20.258,-40.285,Vitória,BR
SBYA,,Iauaretê Airport,0.61038,-69.17999,São Gabriel da Cachoeira,BR
SBYS,,Campo Fontenelle,-21.98469,-47.34121,Pirassununga,BR
SBZM,IZA,Presidente Itamar Franco Airport,-21.51309,-43.17307,Juiz de Fora,BR
SCAB,,El Alba Airport,-33.65875,-71.29014,La Lumbrera,CL
SCAC,ZUD,Pupelde Airport,-41.90425,-73.79657,Ancud,CL
SCAD,,Grupo Tamarena Airport,-33.71616,-70.97366,Talagante,CL
SCAE,,El Buitre Airport,-18.50894,-70.29071,Arica,CL
SCAG,,Agua Santa Airport,-34.55148,-71.33589,Palmilla,CL
SCAH,,Tolquien Airport,-42.45073,-73.52528,Achao,CL
SCAI,,Curacautín Airport,-38.43151,-71.92303,Curacautín,CL
SCAJ,,Las Alpacas Airport,-36.14528,-71.76305,Retiro,CL
SCAK,,Atacalco Airport,-36.91938,-71.57776,Recinto,CL
SCAL,,Valchac Airport,-47.11515,-72.47873,Cochrane,CL
SCAM,,Alempue Airport,-34.865,-71.10194,Teno,CL
SCAN,LOB,San Rafael Airport,-32.81391,-70.64664,Los Andes,CL
SCAO,,Palo Alto Airport,-34.73251,-71.74077,Lolol,CL
SCAP,WAP,Alto Palena Airport,-43.61149,-71.80545,Palena,CL
SCAQ,,Arquilhué Airport,-40.19817,-72.03115,Lago Ranco,CL
SCAR,ARI,Chacalluta International Airport,-18.3485,-70.3387,Arica,CL
SCAS,WPA,Cabo Juan Román Airfield,-45.3992,-72.6703,Puerto Aysén,CL
SCAT,CPO,Desierto de Atacama Airport,-27.2612,-70.7792,Copiapo,CL
SCAU,,Juan Enrique Airport,-33.89384,-70.88554,Paine,CL
SCAV,,Achibueno Airport,-36.142,-71.374,Linares,CL
SCAY,,Ayacara Airport,-42.30782,-72.78764,Ayacara,CL
SCAZ,,Azopardo Airport,-54.48101,-68.94069,Timaukel,CL
SCBA,BBA,Balmaceda Airport,-45.91597,-71.6895,Balmaceda,CL
SCBB,,Del Bío Bío Airport,-37.58722,-72.50361,Negrete,CL
SCBC,,Cacique Blanco Airport,-44.23111,-71.86417,Lago Verde,CL
SCBD,,El Boldal Airport,-34.68444,-71.20611,Santa Cruz,CL
SCBE,TOQ,Barriles Airport,-22.1411,-70.0629,Tocopilla,CL
SCBI,DPB,Pampa Guanaco Airport,-54.04998,-68.80919,Bahia Inutil,CL
SCBL,,El Porvenir Airport,-33.27306,-71.52528,Casablanca,CL
SCBN,,Cotreumo Airport,-40.4006,-72.6614,Rio Bueno,CL
SCBO,,General Bernardo O'Higgins Base Skyway,-63.344,-57.842,General Bernardo O'Higgins Base,AQ
SCBQ,,El Bosque Airport,-33.5618,-70.6884,Santiago,CL
SCBR,,Lago Brown Airport,-47.39194,-72.3175,Lago Brown,CL
SCBS,,Posesión Airport,-52.29259,-68.93303,Bahia Posesion,CL
SCBT,,Rincón Bonito Airport,-42.02889,-72.09611,Cochamo,CL
SCBU,,El Baúl Airstrip,-35.34143,-70.9108,Molina,CL
SCBV,,Bellavista Airport,-35.18972,-71.29667,Rio Claro,CL
SCCA,,El Boldo Airport,-35.97139,-72.225,Cauquenes,CL
SCCB,,Pedro Villarroel C. Airport,-31.22195,-71.07027,Combarbala,CL
SCCC,CCH,Chile Chico Airport,-46.5831,-71.68632,Chile Chico,CL
SCCE,,El Arenal Airport,-35.89639,-72.05583,Cauquenes,CL
SCCF,CJC,El Loa Airport,-22.4982,-68.9036,Calama,CL
SCCG,,La Pelícana Airport,-31.06389,-70.95445,Combarbala,CL
SCCH,YAI,Gral. Bernardo O´Higgins Airport,-36.5825,-72.0314,Chillan,CL
SCCI,PUQ,President Carlos Ibáñez International Airport,-53.0026,-70.8546,Punta Arenas,CL
SCCK,,Contao Airport,-41.8003,-72.72224,Contao,CL
SCCL,,Caldera Airport,-27.0781,-70.7953,Caldera,CL
SCCM,,Molco Airport,-39.825,-72.0825,Choshuenco,CL
SCCN,,Alto Cauquenes Airport,-35.88028,-72.32722,Cauquenes,CL
SCCQ,COW,Tambillos Airport,-30.19889,-71.24694,Coquimbo,CL
SCCR,,Enrique Mayer Soto Airport,-47.78708,-73.53303,Caleta Tortel,CL
SCCS,,Santa Rita Airport,-33.2775,-71.45639,Casablanca,CL
SCCT,,Quivolgo Airport,-35.3086,-72.3928,Constitucion,CL
SCCU,,Lolco Airport,-38.15805,-71.42389,Lonquimay,CL
SCCV,,Curacaví Airport,-33.4128,-71.1656,Curacaví,CL
SCCY,GXQ,Teniente Vidal Airport,-45.5942,-72.1061,Coyhaique,CL
SCDA,IQQ,Diego Aracena International Airport,-20.53627,-70.18137,Iquique,CL
SCDD,,Don Dobri Airport,-41.23547,-72.51467,Puerto Varas,CL
SCDG,,Don Aliro Garcia Airport,-34.19389,-71.56806,La Estrella,CL
SCDH,,Vodudahue Airport,-42.48889,-72.35055,Chaiten,CL
SCDI,,Pichidangui Airport,-32.14305,-71.50528,Pichidangui,CL
SCDK,,El Patagual Airport,-37.02552,-72.98273,Concepcion,CL
SCDL,,El Algarrobo Airport,-32.47194,-70.99306,Cabildo,CL
SCDM,,San Damian Airport,-34.87806,-72.14555,Duao,CL
SCDQ,,San Lorenzo Airport,-37.52334,-71.72611,Duqueco,CL
SCDS,,San Andrés Airport,-36.00555,-71.76667,Retiro,CL
SCDW,,Almirante Schroeders Airport,-53.6107,-70.4705,Isla Dawson,CL
SCEA,,El Amarillo Airport,-43.00611,-72.47833,Chaiten,CL
SCEB,,Entrada Baker Airport,-47.16697,-71.9925,Entrada Baker,CL
SCEC,,Pelícano Airport,-29.1449,-70.8878,Estacion Chañaral,CL
SCED,,Los Cedros Airport,-35.155,-71.58528,Sagrada Familia,CL
SCEG,,El Corte Airport,-33.71,-70.91305,Talagante,CL
SCEH,,El Huachi Airport,-37.64722,-71.75389,Santa Barbara,CL
SCEI,,Potrerillos Airport,-26.38014,-69.47546,Diego de Almagro,CL
SCEK,,Chépica Airport,-34.73972,-71.32472,Chepica,CL
SCEL,SCL,Comodoro Arturo Merino Benítez International Airport,-33.393,-70.7858,Santiago,CL
SCEO,,El Salto Airport,-36.13028,-71.8575,Parral,CL
SCEP,,El Principal Airport,-33.725,-70.5103,Pirque,CL
SCER,,Quintero Airport,-32.7902,-71.5217,Quintero,CL
SCES,ESR,Ricardo García Posada Airport,-26.3111,-69.7652,El Salvador,CL
SCET,,El Tambo Airport,-34.47555,-71.01417,San Vicente De Tagua Tagua,CL
SCEV,FRT,El Avellano Airport,-41.05167,-73.35111,Frutillar,CL
SCEX,,Río Exploradores Airport,-46.35361,-73.32778,Aysén,CL
SCEY,,Entrada Mayer Airport,-48.20145,-72.32759,Entrada Mayer,CL
SCFA,ANF,Andrés Sabella Gálvez International Airport,-23.44527,-70.44523,Antofagasta,CL
SCFC,,Fachinal Airport,-46.54834,-72.21871,Fachinal,CL
SCFF,,Freirina Airport,-28.52639,-71.06194,Freirina,CL
SCFI,,Fundo Tehuén Airport,-41.09197,-73.12702,Frutillar,CL
SCFJ,,Fray Jorge Airport,-30.68,-71.57861,Ovalle,CL
SCFK,,Fundo El Carmen Airport,-36.6418,-72.01186,Chillan,CL
SCFL,,Fundo Loma Larga Airport,-33.28,-71.3792,Casablanca,CL
SCFM,WPR,Captain Fuentes Martinez Airport,-53.2537,-70.3192,Porvenir,CL
SCFN,,Russfin Airport,-53.799,-69.12,Timaukel,CL
SCFO,,La Reforma Airport,-35.45806,-71.28111,Pelarco,CL
SCFR,,Frutillar Airport,-41.13083,-73.06472,Frutillar,CL
SCFS,,Los Calafates Airport,-42.67889,-73.89667,Chonchi,CL
SCFT,FFU,Futaleufú Airport,-43.1892,-71.8511,Futaleufu,CL
SCFU,,Loncopan Airport,-40.0664,-72.5378,Futrono,CL
SCFX,,Isla San Felix Airport,-26.2939,-80.0962,Isla San Felix,CL
SCGA,,Punta Galera Airport,-40.0019,-73.6964,La Union,CL
SCGB,,Guadaba Airport,-37.97778,-72.92944,Los Sauces,CL
SCGC,UGL,Union Glacier Blue-Ice Runway,-79.77778,-83.32083,Union Glacier,AQ
SCGE,LSQ,María Dolores Airport,-37.4017,-72.4254,Los Angeles,CL
SCGF,,Golfo Azul Airport,-40.14083,-72.28361,Futrono,CL
SCGH,,Cholguahue Airport,-37.46972,-72.13861,Los Angeles,CL
SCGI,,San Guillermo Airport,-36.00111,-71.82945,Retiro,CL
SCGL,,Las Aguilas Airport,-34.16917,-71.53111,Rapel,CL
SCGM,,Los Gomeros Airport,-34.36111,-70.88194,Rengo,CL
SCGN,,Caleta Gonzalo Airport,-42.56361,-72.59972,Chaiten,CL
SCGO,,Los Confines Airport,-37.7947,-72.6872,Angol,CL
SCGS,,Siberia Airport,-37.17722,-72.07972,Cholguan,CL
SCGU,,Aguas Blancas Airport,-24.12309,-69.84592,Antofagasta,CL
SCGV,,Punta Gaviota Airport,-29.08444,-71.46722,Caleta Chañaral De Aceituno,CL
SCGY,,Los Guayes Airport,-39.05306,-71.99361,Cunco,CL
SCGZ,WPU,Guardia Marina Zañartu Airport,-54.9311,-67.6263,Puerto Williams,CL
SCHA,,Chamonate Airport,-27.2969,-70.4131,Copiapo,CL
SCHC,,Chicureo Airport,-33.26778,-70.64722,Santiago,CL
SCHD,,Chumilden Airport,-42.52445,-72.81695,Chaiten,CL
SCHE,,Rucamanqui Airport,-37.19972,-71.89667,Huepil,CL
SCHG,,Almahue Airport,-34.39861,-71.37111,Pichidegua,CL
SCHH,,Punta Baja Airport,-46.79291,-72.79614,Chile Chico,CL
SCHK,,Hueicolla Airport,-40.1586,-73.6544,La Union,CL
SCHL,,Hacienda Lipangue Airport,-33.33528,-70.91111,Lampa,CL
SCHM,,Punta El Saco Airport,-38.41,-73.90083,Isla Mocha,CL
SCHN,,Chan Chan Airport,-39.8658,-72.1314,Choshuenco,CL
SCHO,,Punta Chungo Airport,-31.88278,-71.47639,Los Vilos,CL
SCHP,,Copihue Airport,-36.0775,-71.77972,Retiro,CL
SCHR,LGR,Cochrane Airport,-47.24359,-72.58815,Cochrane,CL
SCHT,,Tic Toc Airport,-43.61306,-72.8975,Chaiten,CL
SCHU,,Gran Cañon Airport,-28.09889,-71.14667,Huasco,CL
SCHW,,Hualaihué Airport,-42.02861,-72.68945,Hualaihue,CL
SCIA,,Isla Apiao Airport,-42.59972,-73.21222,Isla Apiao,CL
SCIB,,Butachauques Airport,-42.30833,-73.14222,Isla Butachauques,CL
SCIC,,General Freire Airport,-34.96667,-71.21639,Curico,CL
SCID,,Marco Davison Bascur Airport,-52.88154,-70.75337,Punta Arenas,CL
SCIE,CCP,Carriel Sur International Airport,-36.77235,-73.06283,Concepcion,CL
SCIF,,Chollinco Airport,-40.2058,-72.2314,Llifen,CL
SCIH,,Caleta Andrade Airport,-45.14912,-73.51312,Caleta Andrade,CL
SCII,,Puerto Ingeniero Ibañez Airport,-46.29397,-71.9496,Puerto Ingeniero Ibañez,CL
SCIK,,Isla Talcan Airport,-42.74436,-72.96686,Isla Talcan,CL
SCIL,,Aucó Airport,-31.5778,-71.1108,Illapel,CL
SCIM,,Isla Mocha Airport,-38.385,-73.8689,Isla Mocha,CL
SCIN,,Mininco Airport,-37.848,-72.46283,,CL
SCIO,,Laguna Redonda Airport,-48.93358,-72.79961,Villa O'Higgins,CL
SCIP,IPC,Mataveri International Airport,-27.16541,-109.42103,Isla De Pascua,CL
SCIR,,Robinson Crusoe Airport,-33.665,-78.9297,Isla Robinson Crusoe,CL
SCIS,,Puerto Sur Airport,-37.02611,-73.50694,Isla Santa Maria,CL
SCIT,,Iván Martinez Airport,-52.955,-70.0328,Isla Tierra Del Fuego,CL
SCJC,,James Conrad Airport,-36.58045,-72.7724,Ranguelmo,CL
SCJK,,Juan Kemp Airport,-40.88971,-72.37181,Osorno,CL
SCJO,ZOS,Cañal Bajo Carlos Hott Siebert Airport,-40.6112,-73.061,Osorno,CL
SCJS,,José Abel Sepúlveda Aerodrome,-36.23413,-72.05951,,CL
SCJV,,El Parrón Airport,-35.54805,-71.77611,San Javier,CL
SCKA,,Santa Marta Airport,-36.49077,-71.89069,San Carlos,CL
SCKB,,Llollenorte Airport,-39.06092,-71.68736,Lago Caburga,CL
